DR_NO,Date_Rptd,DATE_OCC,TIME_OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
242113471,11/30/2024 0:00,11/29/2024 0:00,2000,21,Topanga,2111,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,28,F,O,101,STREET,,,IC,Invest Cont,331,,,,23000    STRATHERN                    ST,,34.2148,-118.6278
240316658,11/30/2024 0:00,11/29/2024 0:00,1900,3,Southwest,351,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,5000    OBAMA                        BL,,34.023,-118.351
240316732,12/3/2024 0:00,11/29/2024 0:00,1200,3,Southwest,303,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,32,F,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,2500 S  SYCAMORE                     AV,,34.0335,-118.3537
240121909,12/1/2024 0:00,11/29/2024 0:00,2115,1,Central,181,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,0,X,X,713,CONVENTION CENTER,,,IC,Invest Cont,440,,,,1200 S  FIGUEROA                     ST,,34.0431,-118.2692
240913335,11/30/2024 0:00,11/29/2024 0:00,2230,9,Van Nuys,923,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,14600    HAYNES                       ST,,34.1897,-118.4509
241714646,11/30/2024 0:00,11/29/2024 0:00,1200,17,Devonshire,1722,1,330,BURGLARY FROM VEHICLE,0321 1606 0344,38,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,10400    WILLOWBRAE                   AV,,34.2594,-118.5989
241012532,11/29/2024 0:00,11/29/2024 0:00,530,10,West Valley,1005,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 1300,45,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,PARTHENIA,LINDLEY,34.2147,-118.523
240316666,11/30/2024 0:00,11/29/2024 0:00,2100,3,Southwest,376,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BROWNING                     BL,BRIGHTON                     AV,34.0121,-118.3013
241415430,11/30/2024 0:00,11/29/2024 0:00,1000,14,Pacific,1425,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,3100    COLBY                        AV,,34.0237,-118.4343
241815005,11/29/2024 0:00,11/29/2024 0:00,100,18,Southeast,1851,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 W  129TH                        ST,,33.9154,-118.2871
240712962,11/29/2024 0:00,11/29/2024 0:00,1320,7,Wilshire,785,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,74,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,2300    VINEYARD                     AV,,34.0362,-118.3413
240512978,11/29/2024 0:00,11/29/2024 0:00,900,5,Harbor,513,1,330,BURGLARY FROM VEHICLE,1307 0344 1609,20,M,F,701,HOSPITAL,,,IC,Invest Cont,330,,,,NORMANDIE,VERMONT                      AV,33.7848,-118.2975
240121944,12/1/2024 0:00,11/29/2024 0:00,1800,1,Central,131,1,330,BURGLARY FROM VEHICLE,0329 0344 0386,36,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,100 S  FIGUEROA                     ST,,34.0569,-118.254
241913449,12/1/2024 0:00,11/29/2024 0:00,325,19,Mission,1983,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8500 N  SEPULVEDA                    BL,,34.2246,-118.4677
240812342,12/3/2024 0:00,11/29/2024 0:00,1755,8,West LA,853,1,330,BURGLARY FROM VEHICLE,344,23,F,C,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1700    SAWTELLE                     BL,,34.0453,-118.4474
242113462,11/30/2024 0:00,11/29/2024 0:00,2230,21,Topanga,2156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0397,54,M,O,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,6200    TOPANGA CANYON               BL,,34.1865,-118.6017
240411791,11/30/2024 0:00,11/29/2024 0:00,2100,4,Hollenbeck,463,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 S  CUMMINGS                     ST,,34.0433,-118.2164
240712981,11/30/2024 0:00,11/29/2024 0:00,1300,7,Wilshire,724,1,352,PICKPOCKET,346,22,M,K,203,OTHER BUSINESS,,,IC,Invest Cont,352,,,,6300 W  3RD                          ST,,34.0735,-118.3571
241112545,12/3/2024 0:00,11/29/2024 0:00,1804,11,Northeast,1113,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,2600    COLORADO                     BL,,34.1421,-118.223
240316698,11/29/2024 0:00,11/29/2024 0:00,1844,3,Southwest,398,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 1822 2004,23,X,X,301,GAS STATION,,,IC,Invest Cont,442,,,,500 W  VERNON                       AV,,34.0074,-118.285
240121835,11/29/2024 0:00,11/29/2024 0:00,915,1,Central,152,2,888,TRESPASSING,910,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240812256,11/30/2024 0:00,11/29/2024 0:00,2138,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
240913374,11/29/2024 0:00,11/29/2024 0:00,600,9,Van Nuys,911,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,40,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,15400    ARCHWOOD                     ST,,34.193,-118.4684
240513032,12/2/2024 0:00,11/29/2024 0:00,1900,5,Harbor,525,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0311 0329,0,X,X,109,PARK/PLAYGROUND,,,IC,Invest Cont,740,,,,HARRY BRIDGES,BAYVIEW,33.7739,-118.2678
240613871,12/10/2024 0:00,11/29/2024 0:00,1130,6,Hollywood,663,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,36,M,C,504,OTHER RESIDENCE,,,IC,Invest Cont,330,,,,6600    SANTA MONICA                 BL,,34.0907,-118.3332
240812251,12/1/2024 0:00,11/29/2024 0:00,900,8,West LA,831,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,11900    MAYFIELD                     AV,,34.0493,-118.4666
240613669,11/30/2024 0:00,11/29/2024 0:00,2000,6,Hollywood,663,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 1307,32,M,B,101,STREET,,,IC,Invest Cont,330,,,,6600    SANTA MONICA                 BL,,34.0907,-118.3332
240411782,11/29/2024 0:00,11/29/2024 0:00,1210,4,Hollenbeck,459,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1302 0344,49,M,H,101,STREET,,,IC,Invest Cont,420,,,,3100    MALABAR                      ST,,34.0459,-118.1968
241112838,12/16/2024 0:00,11/29/2024 0:00,1412,11,Northeast,1172,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,49,F,C,145,MAIL BOX,,,IC,Invest Cont,440,,,,1400    ANGELUS                      AV,,34.0841,-118.2694
242013718,11/30/2024 0:00,11/29/2024 0:00,1950,20,Olympic,2029,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,43,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,400 S  VERMONT                      AV,,34.0669,-118.2917
242113460,11/29/2024 0:00,11/29/2024 0:00,1820,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,50,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,6500    TOPANGA CANYON               BL,,34.1886,-118.6059
240217608,11/29/2024 0:00,11/29/2024 0:00,645,2,Rampart,246,2,888,TRESPASSING,2004 0910 2052 1822 1501,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,IC,Invest Cont,888,,,,600 S  ALVARADO                     ST,,34.0595,-118.2749
240712968,11/29/2024 0:00,11/29/2024 0:00,1740,7,Wilshire,724,1,352,PICKPOCKET,0344 1822,23,F,C,203,OTHER BUSINESS,,,IC,Invest Cont,352,,,,100 S  FAIRFAX                      AV,,34.0743,-118.3614
241012543,11/29/2024 0:00,11/29/2024 0:00,1900,10,West Valley,1018,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,66,F,B,119,"PORCH, RESIDENTIAL",,,AO,Adult Other,440,,,,15900    SHERMAN                      WY,,34.2074,-118.4794
240217677,12/3/2024 0:00,11/29/2024 0:00,2300,2,Rampart,219,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329 1307,24,F,W,101,STREET,,,IC,Invest Cont,740,,,,1300    CALUMET                      AV,,34.0681,-118.2537
242113464,11/29/2024 0:00,11/29/2024 0:00,1815,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,21900    VANOWEN                      ST,,34.1938,-118.6044
241012533,11/29/2024 0:00,11/29/2024 0:00,530,10,West Valley,1005,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 0400,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,17800    CANTARA                      ST,,34.2194,-118.5207
241217615,11/29/2024 0:00,11/29/2024 0:00,1850,12,77th Street,1232,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0344 2024,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,3200 W  SLAUSON                      AV,,33.989,-118.3282
240411786,11/29/2024 0:00,11/29/2024 0:00,1410,4,Hollenbeck,442,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,301,GAS STATION,,,IC,Invest Cont,442,,,,1800    MARENGO                      ST,,34.0586,-118.2119
240613728,12/2/2024 0:00,11/29/2024 0:00,2200,6,Hollywood,646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300 1501,31,M,W,101,STREET,,,IC,Invest Cont,740,,,,6500    SELMA                        AV,,34.0998,-118.331
241415481,11/29/2024 0:00,11/29/2024 0:00,1240,14,Pacific,1402,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,343,,,,11300    NATIONAL                     BL,,34.0276,-118.437
241217553,11/29/2024 0:00,11/29/2024 0:00,600,12,77th Street,1255,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7800 S  HALLDALE                     AV,,33.9691,-118.3025
240712944,11/29/2024 0:00,11/29/2024 0:00,2030,7,Wilshire,743,1,330,BURGLARY FROM VEHICLE,1300 0344 0329 1307,60,M,K,203,OTHER BUSINESS,,,IC,Invest Cont,330,,,,5900    WILSHIRE                     BL,,34.0626,-118.3578
242013823,12/7/2024 0:00,11/29/2024 0:00,1700,20,Olympic,2054,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,3000 W  OLYMPIC                      BL,,34.0526,-118.3004
242113507,12/2/2024 0:00,11/29/2024 0:00,1154,21,Topanga,2158,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,38,F,B,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,21000    ERWIN                        ST,,34.1828,-118.5916
240121873,11/30/2024 0:00,11/29/2024 0:00,1113,1,Central,181,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,37,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1200 S  FIGUEROA                     ST,,34.0431,-118.2692
241913425,11/30/2024 0:00,11/29/2024 0:00,630,19,Mission,1954,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,58,M,H,101,STREET,,,IC,Invest Cont,740,,,,N  SEPULVEDA,MAYALL,34.2536,-118.4674
240217598,12/1/2024 0:00,11/29/2024 0:00,900,2,Rampart,249,1,330,BURGLARY FROM VEHICLE,1822 1300 1302 0344,27,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,600    ST PAUL                      AV,,34.0535,-118.2608
240218209,12/20/2024 0:00,11/29/2024 0:00,1300,2,Rampart,261,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,55,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,2500 W  8TH                          ST,,34.0568,-118.2821
241516087,12/12/2024 0:00,11/29/2024 0:00,1400,15,N Hollywood,1555,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,32,F,F,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,11100    HUSTON                       ST,,34.1598,-118.3716
242113663,12/2/2024 0:00,11/29/2024 0:00,1300,21,Topanga,2183,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,52,M,W,118,CONSTRUCTION SITE,,,IC,Invest Cont,740,,,,4800    ABBEYVILLE                   AV,,34.1576,-118.6312
242113497,12/1/2024 0:00,11/29/2024 0:00,2102,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,50,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,6700    TOPANGA CANYON               BL,,34.1923,-118.6059
240411785,11/29/2024 0:00,11/29/2024 0:00,1725,4,Hollenbeck,442,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,301,GAS STATION,,,IC,Invest Cont,442,,,,1800    MARENGO                      ST,,34.0586,-118.2119
241913464,12/1/2024 0:00,11/29/2024 0:00,1755,19,Mission,1988,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,73,M,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,13600    OTTOMAN                      ST,,34.2283,-118.4286
240812240,11/29/2024 0:00,11/29/2024 0:00,1325,8,West LA,825,2,354,THEFT OF IDENTITY,1501 1822,66,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12400 W  SUNSET                       BL,,34.0578,-118.4807
240121810,11/29/2024 0:00,11/29/2024 0:00,630,1,Central,162,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 S  GRAND                        AV,,34.0473,-118.2566
240913451,12/4/2024 0:00,11/29/2024 0:00,1100,9,Van Nuys,911,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,24,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,15400    SHERMAN                      WY,,34.2011,-118.4686
241012548,11/30/2024 0:00,11/29/2024 0:00,2030,10,West Valley,1027,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,OAK PARK,VALERIO,34.1975,-118.5099
240812227,11/30/2024 0:00,11/29/2024 0:00,1000,8,West LA,814,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CHURCH                       LN,DENAIR                       ST,34.0663,-118.4615
240411763,11/29/2024 0:00,11/29/2024 0:00,430,4,Hollenbeck,457,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,2400    BOULDER                      ST,,34.0495,-118.2061
241415671,12/6/2024 0:00,11/29/2024 0:00,700,14,Pacific,1452,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,53,M,W,101,STREET,,,IC,Invest Cont,440,,,,00    IRONSIDES                    ST,,33.9745,-118.4625
240316730,12/3/2024 0:00,11/29/2024 0:00,1400,3,Southwest,326,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394,39,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,2600 S  LA SALLE                     AV,,34.0327,-118.3054
240712957,11/29/2024 0:00,11/29/2024 0:00,1600,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,23,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,100    THE GROVE                    DR,,34.0736,-118.3563
240121827,11/29/2024 0:00,11/29/2024 0:00,1055,1,Central,152,2,888,TRESPASSING,910,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
241714662,12/2/2024 0:00,11/29/2024 0:00,2130,17,Devonshire,1787,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,9800    ZELZAH                       AV,,34.2486,-118.5233
241714700,12/4/2024 0:00,11/29/2024 0:00,1530,17,Devonshire,1777,2,354,THEFT OF IDENTITY,0930 1822 1202,77,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16600    CALAHAN                      ST,,34.2367,-118.4942
241714636,12/1/2024 0:00,11/29/2024 0:00,1505,17,Devonshire,1737,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1602 0329 0344 0385,25,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,331,,,,16700    LUDLOW                       ST,,34.2711,-118.4963
240712975,11/29/2024 0:00,11/29/2024 0:00,1830,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 0344 1822 0342,0,X,X,415,THE GROVE,,,JA,Juv Arrest,442,,,,100    THE GROVE                    DR,,34.0736,-118.3563
241415497,11/29/2024 0:00,11/29/2024 0:00,1700,14,Pacific,1499,1,330,BURGLARY FROM VEHICLE,1822 1300 0358 0344 1307,57,F,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,11500    AVIATION                     BL,,33.93,-118.3784
241913445,12/1/2024 0:00,11/29/2024 0:00,1025,19,Mission,1918,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1822,24,M,H,101,STREET,,,IC,Invest Cont,740,,,,13700    HUBBARD                      ST,,34.3065,-118.4314
242013705,11/30/2024 0:00,11/29/2024 0:00,2330,20,Olympic,2039,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,32,M,F,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,2800    SUNSET                       PL,,34.0608,-118.2842
241112538,12/3/2024 0:00,11/29/2024 0:00,1801,11,Northeast,1139,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,35,F,V,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,5900    BENNER                       ST,,34.1076,-118.1889
240121979,12/2/2024 0:00,11/29/2024 0:00,2000,1,Central,181,1,352,PICKPOCKET,344,31,F,B,739,SPORTS ARENA,,,IC,Invest Cont,352,,,,1100 S  FIGUEROA                     ST,,34.0431,-118.2692
240122564,11/29/2024 0:00,11/29/2024 0:00,355,1,Central,174,1,330,BURGLARY FROM VEHICLE,0329 1300 1307 0344,36,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 S  MAIN                         ST,,34.0439,-118.2514
240512971,11/29/2024 0:00,11/29/2024 0:00,1128,5,Harbor,518,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,0,X,X,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,442,,,,200 E  PACIFIC COAST                HY,,33.798,-118.2604
241515640,11/29/2024 0:00,11/29/2024 0:00,2015,15,N Hollywood,1557,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,10900    MAGNOLIA                     BL,,34.1649,-118.3682
241611611,12/1/2024 0:00,11/29/2024 0:00,2100,16,Foothill,1601,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,12900    CORCORAN                     ST,,34.2896,-118.414
240613635,11/29/2024 0:00,11/29/2024 0:00,1,6,Hollywood,622,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7200    HILLSIDE                     AV,,34.1046,-118.3461
240121889,11/30/2024 0:00,11/29/2024 0:00,1828,1,Central,139,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,30,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,300 S  SANTA FE                     AV,,34.0439,-118.2326
242113444,11/29/2024 0:00,11/29/2024 0:00,1715,21,Topanga,2156,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,50,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,21500    VICTORY                      BL,,34.1881,-118.6
241714645,11/30/2024 0:00,11/29/2024 0:00,1,17,Devonshire,1722,1,330,BURGLARY FROM VEHICLE,0321 1606 0344,38,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,10400    WILLOWBRAE                   AV,,34.2594,-118.5989
242013714,11/30/2024 0:00,11/29/2024 0:00,1900,20,Olympic,2023,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344 1822,33,M,W,101,STREET,,,IC,Invest Cont,331,,,,400 S  KINGSLEY                     DR,,34.0672,-118.3028
241515799,12/1/2024 0:00,11/29/2024 0:00,1430,15,N Hollywood,1555,1,310,BURGLARY,0342 0344 1822 1309 1602 1607,42,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,5000    TUJUNGA                      AV,,34.1614,-118.379
241217556,11/29/2024 0:00,11/29/2024 0:00,1600,12,77th Street,1207,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,47TH                         ST,HOOVER                       ST,34.0006,-118.2871
240712978,11/29/2024 0:00,11/29/2024 0:00,1500,7,Wilshire,724,1,330,BURGLARY FROM VEHICLE,0344 1605 1300,33,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,100    THE GROVE                    DR,,34.0736,-118.3563
241217706,12/4/2024 0:00,11/29/2024 0:00,2130,12,77th Street,1251,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,BRYNHURST,FLORENCE,33.9745,-118.3338
240613742,12/3/2024 0:00,11/29/2024 0:00,1624,6,Hollywood,637,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394 1501,24,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,6200    HOLLYWOOD                    BL,,34.103,-118.3225
240316696,11/29/2024 0:00,11/29/2024 0:00,1718,3,Southwest,398,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0104,23,X,X,301,GAS STATION,,,IC,Invest Cont,442,,,,500 W  VERNON                       AV,,34.0074,-118.285
240512981,11/30/2024 0:00,11/29/2024 0:00,2300,5,Harbor,564,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,500 S  PALOS VERDES                 ST,,33.7396,-118.2814
240812246,11/30/2024 0:00,11/29/2024 0:00,1930,8,West LA,835,1,330,BURGLARY FROM VEHICLE,0344 1300 1822,44,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1800    VETERAN                      AV,,34.0488,-118.44
241315403,12/4/2024 0:00,11/29/2024 0:00,12,13,Newton,1385,2,354,THEFT OF IDENTITY,930,56,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5900    AVALON                       BL,,33.9872,-118.2652
240913355,12/1/2024 0:00,11/29/2024 0:00,1430,9,Van Nuys,952,1,510,VEHICLE - STOLEN,,0,,,203,OTHER BUSINESS,,,IC,Invest Cont,510,,,,14800    MCCORMICK                    ST,,34.1658,-118.4553
240217858,12/7/2024 0:00,11/29/2024 0:00,2230,2,Rampart,251,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,24,M,V,742,"SPORTS VENUE, OTHER",,,IC,Invest Cont,341,,,,2700    WILSHIRE                     BL,,34.0609,-118.2823
241611989,12/7/2024 0:00,11/29/2024 0:00,2315,16,Foothill,1641,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394,19,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,10300    AMBOY                        AV,,34.2577,-118.4281
240512982,11/30/2024 0:00,11/29/2024 0:00,2300,5,Harbor,564,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 S  PALOS VERDES                 ST,,33.7396,-118.2814
242113440,11/29/2024 0:00,11/29/2024 0:00,1600,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,50,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,6300    FALLBROOK                    AV,,34.1846,-118.6234
240712960,11/29/2024 0:00,11/29/2024 0:00,1700,7,Wilshire,765,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,24,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,4600    VENICE                       BL,,34.0471,-118.3372
241714623,11/29/2024 0:00,11/29/2024 0:00,1550,17,Devonshire,1701,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,20000    RINALDI                      ST,,34.2756,-118.5702
242113450,11/29/2024 0:00,11/29/2024 0:00,1610,21,Topanga,2143,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0344 0377 0209 1420,76,F,W,402,MARKET,,,IC,Invest Cont,341,,,,22900    VICTORY                      BL,,34.1865,-118.6258
240613680,11/29/2024 0:00,11/29/2024 0:00,1030,6,Hollywood,668,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,5500 W  SUNSET                       BL,,34.0981,-118.3092
242013713,12/1/2024 0:00,11/29/2024 0:00,311,20,Olympic,2001,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344 1602 1822,35,M,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,400 N  BEACHWOOD                    DR,,34.0776,-118.3217
